// Timestamp, EPC, Antenna, RSSI, PhaseAngle
2024-07-30T10:55:26.1751110+03:00,A50000000000000000000000,1,-67,"29,206,994,201,342,600"
2024-07-30T10:55:26.2751250+03:00,A50000000000000000000000,1,"-66,5","27,550,294,950,426,100"
2024-07-30T10:55:26.4003260+03:00,A50000000000000000000000,1,-70,"0,9694758579437253"
2024-07-30T10:55:26.5228510+03:00,A50000000000000000000000,1,-66,"10,799,224,746,714,900"
2024-07-30T10:55:26.6331190+03:00,A50000000000000000000000,1,"-68,5","21,598,449,493,429,800"
2024-07-30T10:55:26.7371230+03:00,A50000000000000000000000,1,"-65,5","28,654,761,117,703,700"
2024-07-30T10:55:26.8685640+03:00,A50000000000000000000000,1,-64,"29,268,353,432,858,000"
2024-07-30T10:55:26.9872420+03:00,A50000000000000000000000,1,"-63,5","3,098,641,191,528,990"
2024-07-30T10:55:27.0932570+03:00,A50000000000000000000000,1,-64,"29,575,149,590,435,100"
2024-07-30T10:55:27.2009820+03:00,A50000000000000000000000,1,-64,"29,391,071,895,888,800"
2024-07-30T10:55:27.3071770+03:00,A50000000000000000000000,1,"-64,5","28,102,528,034,064,900"
2024-07-30T10:55:27.4273220+03:00,A50000000000000000000000,1,"-64,5","2,662,990,647,769,470"
2024-07-30T10:55:27.5417810+03:00,A50000000000000000000000,1,"-64,5","26,200,391,857,086,700"
2024-07-30T10:55:25.9463740+03:00,A60000000000000000000000,1,-69,"0,15339807878856412"
2024-07-30T10:55:26.0583600+03:00,A60000000000000000000000,1,-67,"13,744,467,859,455,300"
2024-07-30T10:55:26.1773040+03:00,A60000000000000000000000,1,"-66,5","31,784,081,924,990,400"
2024-07-30T10:55:26.2740220+03:00,A60000000000000000000000,1,"-66,5","55,100,589,900,852,200"
2024-07-30T10:55:26.3910040+03:00,A60000000000000000000000,1,"-66,5","0,9510680884890975"
2024-07-30T10:55:26.5302820+03:00,A60000000000000000000000,1,-71,"2,337,786,720,737,710"
2024-07-30T10:55:26.6289210+03:00,A60000000000000000000000,1,-67,"16,689,710,972,195,700"
2024-07-30T10:55:26.7355330+03:00,A60000000000000000000000,1,"-64,5","0,4540583132141498"
2024-07-30T10:55:26.9911210+03:00,A60000000000000000000000,1,"-70,5","12,762,720,155,208,500"
2024-07-30T10:55:27.0903000+03:00,A60000000000000000000000,1,-69,"0,2270291566070749"
2024-07-30T10:55:27.1957760+03:00,A60000000000000000000000,1,-70,"5,700,272,607,783,040"
2024-07-30T10:55:27.3114910+03:00,A60000000000000000000000,1,"-69,5","5,473,243,451,175,960"
2024-07-30T10:55:27.4289100+03:00,A60000000000000000000000,1,-71,"5,086,680,292,628,780"
2024-07-30T10:55:27.5483610+03:00,A60000000000000000000000,1,"-71,5","4,724,660,826,687,770"
2024-07-30T10:55:26.3125030+03:00,A70000000000000000000000,1,"-75,5","10,369,710,126,106,900"
2024-07-30T10:55:26.3924020+03:00,A70000000000000000000000,1,-73,"0,6933593161243098"
2024-07-30T10:55:26.5212380+03:00,A70000000000000000000000,1,-70,"38,410,878,928,656,400"
2024-07-30T10:55:26.6314770+03:00,A70000000000000000000000,1,-71,"2,061,670,178,918,300"
2024-07-30T10:55:26.8620320+03:00,A70000000000000000000000,1,"-78,5","5,957,981,380,147,830"
2024-07-30T10:55:27.0985850+03:00,A70000000000000000000000,1,"-72,5","4,847,379,289,718,620"
2024-07-30T10:55:27.2177250+03:00,A70000000000000000000000,1,-75,"0,9940195505498954"
2024-07-30T10:55:27.3337220+03:00,A70000000000000000000000,1,"-75,5","0,5307573526084318"
2024-07-30T10:55:27.4494230+03:00,A70000000000000000000000,1,-75,"0,260776733940559"
2024-07-30T10:55:27.5618570+03:00,A70000000000000000000000,1,-75,"6,034,680,419,542,110"
2024-07-30T10:55:25.8322540+03:00,A80000000000000000000000,1,-67,"0,9878836273983529"
2024-07-30T10:55:25.9427080+03:00,A80000000000000000000000,1,"-71,5","19,266,798,695,843,600"
2024-07-30T10:55:26.1066570+03:00,A80000000000000000000000,1,"-74,5","37,981,364,308,048,400"
2024-07-30T10:55:26.1694660+03:00,A80000000000000000000000,1,-69,"2,098,485,717,827,550"
2024-07-30T10:55:26.2960850+03:00,A80000000000000000000000,1,-71,"56,665,250,304,495,500"
2024-07-30T10:55:26.4959820+03:00,A80000000000000000000000,1,-77,"5,810,719,224,510,800"
2024-07-30T10:55:26.5259710+03:00,A80000000000000000000000,1,-70,"28,409,324,191,642,000"
2024-07-30T10:55:27.1081310+03:00,A80000000000000000000000,1,-75,"6,056,156,150,572,510"
2024-07-30T10:55:27.2150210+03:00,A80000000000000000000000,1,"-75,5","4,669,437,518,323,890"
2024-07-30T10:55:27.3452620+03:00,A80000000000000000000000,1,"-75,5","0,7117670855789375"
2024-07-30T10:55:27.4636270+03:00,A80000000000000000000000,1,-75,"0,11658253987930872"
2024-07-30T10:55:26.2769630+03:00,A80000000000000000000000,1,"-70,5","19,573,594,853,420,700"
2024-07-30T10:55:25.8305270+03:00,A90000000000000000000000,1,-66,"5,368,932,757,599,740"
2024-07-30T10:55:25.9449870+03:00,A90000000000000000000000,1,-65,"545,483,568,172,134"
2024-07-30T10:55:26.0508550+03:00,A90000000000000000000000,1,-65,"6,013,204,688,511,710"
2024-07-30T10:55:26.1719290+03:00,A90000000000000000000000,1,"-66,5","0,5951845456996288"
2024-07-30T10:55:26.2796670+03:00,A90000000000000000000000,1,-67,"16,014,759,425,526,000"
2024-07-30T10:55:26.3950900+03:00,A90000000000000000000000,1,-69,"20,923,497,946,760,100"
2024-07-30T10:55:26.5241900+03:00,A90000000000000000000000,1,-70,"19,757,672,547,967,000"
2024-07-30T10:55:26.6366110+03:00,A90000000000000000000000,1,-72,"25,034,566,458,293,600"
2024-07-30T10:55:26.7673210+03:00,A90000000000000000000000,1,"-77,5","13,867,186,322,486,100"
2024-07-30T10:55:27.0869560+03:00,A90000000000000000000000,1,-72,"29,145,634,969,827,100"
2024-07-30T10:55:27.1993270+03:00,A90000000000000000000000,1,"-64,5","14,603,497,100,671,300"
2024-07-30T10:55:27.3126390+03:00,A90000000000000000000000,1,-68,"1,227,184,630,308,510"
2024-07-30T10:55:27.4260210+03:00,A90000000000000000000000,1,"-69,5","12,210,487,071,569,700"
2024-07-30T10:55:27.5472060+03:00,A90000000000000000000000,1,-72,"15,155,730,184,310,100"
